title,tags
The 13th Night,"with it splendid histori of five hundr years, lan empir ha it own share of light and shadows. abandon at birth, lynx grow up in one of it slum although she is a daughter of the power hous of joo, one of four found famili of the empir from it birth. just as lynx is about to be sold off as a concubin to a senil old man, a nobl ladi appear in front of her. heeyun joo, the n more.['sirial', 'ongoing', 'drama - fantasi - histor - romanc - shoujo']"
Yeon Lok Heun,"yeon lokheun is a girl who grow up live as a boy learn martial and spiritu arts. she head for the palac in order to clear the name of her father, a want criminal, where she meet the young emperor garyun. he promis to save her father' life in exchang for her lifelong services. after gain garyun' trust, she travel the world solv supernatural-lik problem that aris in place more.[""yeon lokheun ; 연록흔 ; hi majesty' secret heroin ; 蓮禄昕～宿命の華～ ; 尹樂香 ; yeon lokheun, l'héroïn secrète"", 'suyeong han - dogyung lee', 'ongoing', 'action - adventur - drama - fantasi - histor - josei - martial art - romanc - supernatural']"
Second Life on the Red Carpet,"bedisth, who transmigr into the novel 'twilight princess', final reach the end of the novel. after it wa completed, she wonder how her life would be in the future, and when she open her eye the next morning, she return back to the day when she first transmigrated, togeth with princess rossenne! confused, bedisth tri to make a regret-fre end upon hear rossenne' more.['updating', 'ongoing', 'fantasi - histor - romance']"
Cultivation Chat Group,"one day, song shuhang wa suddenli ad to a chat group with mani senior that suffer from chuuni disease. the peopl insid the group would call each other ‘fellow daoist’ and had all differ kind of titles: palac master, cave lord, true monarch, immort master, etc. and even the pet of the founder of the group that had run away from home wa call ‘monster dog’. more.['legend of the sacr knight', 'ongoing', 'action - comedi - martial art - school life']"
Iraine’s Circumstances,"iraine' circumst manhwa, rain , who live a modest life as a maid in a villag dormitory,s the golden opportunity, she get a job as a prosper imperi court servant.at that time, when i thought that my life wa bloom while be recogn for my abil by the princess,coincidentally, she run into a man with a bad mouth in the imperi palac garden.""do you have ani strang more.['elaine’ circumst ; 이레인의 사정', 'bok sung ah - mong syu', 'ongoing', 'drama - fantasi - romanc - shoujo - manhwa']"
Bring the Love,"leah, the eldest daughter of the hildebrandt family, is veri popular in societi for her beauti appear and good manners, but she ha a problem she can’t tell anyon about. her brother, richt, who wa the heir to the family, left behind a letter say he would come back after becom a great man. as it is not known whether richt is dead or alive, and sinc her father suddenli dies, le more.['브링 더 러브', '제스트쿄 - zestkyō', 'ongoing', 'comedi - drama - histor - romance']"
I Adopted the Male Lead,"when karina wake up insid a novel, she realiz she’ been given a chanc to chang the tragic live of the male lead, roland bleuet, and hi sister, melisa. karina save up as much money as she can and make a run for it with the children. but to her dismay, the money she ha save up isn’t enough to get the three of them to the capital. instead, they head for torr where karina bump into duk more.['i adopt the male lead ; i adopt the male lead ; 남주를 입양합니다', 'chamua - marucomics', 'ongoing', 'fantasi - romanc - shoujo']"
Moscow’s Dawn,"21-year-old pianist, lee si-yoon choos to die pessimist about hi life that can no longer play the piano due to an accident, but he wake up as tatiana, a girl from a wealthi famili who speak a foreign languag that he cannot understand. is thi a god-given opportunity? or is it a curse? what' the big deal with the gender change? as long as your hand are intact, you can play the pia more.['모스크바의 여명 / the dawn of moscow', 'hwang jang-mi - ishano', 'ongoing', 'drama - fantasi - romance']"
To possess the Heavenly Body,"both the immort emperor xia guixuan' gener and hi old nemesi were injured, so he withdrew to the core of a distant planet in the univers to recov hi wounds. the fairi spirit flow from him gradual modifi the planet' atmosphere, and it becam a livabl planet with ampl aura.to cultiv and establish their own civilization, the origin creatur began to chang into humans. h more.[]"
Thank You for Your Betrayal,"“in the hous of count lakers, it seem that you possess the most except superpower. perhap that is the reason whi you must die…” the confess she had heard from her husband at the moment of her death wa shocking. irina, who miracul return from death, decid to find a way to escap from her family’ clutch and steal a night with duke ian lancaster… more.['あなたの裏切りに感謝します', 'yunheesa - oh', 'ongoing', 'drama - fantasi - josei - romance']"
Please No Cure For Me,"kayan is a villain. hi task is to be a whetston for the male lead, to make him a suitabl male lead. however, the male lead he met were all defects. they all lack motivation. even when they had him under their feet, they were indifferent. so kayan chang hi strategy. he work hard to bond with the male lead, and after gain their trust and affection, he suddenli turn hostil and betray more.[]"
Reincarnation of the Suicidal Battle God,"a time travel action fantasi of the strongest of mankind. “even if the disgust god gave me thi chance, an opportun is still an opportunity. sinc they want to end up dead, i will kill them.” the last survivor of mankind, zephyr. the fight with the demon end in defeat and the god gave him a chanc to go back 10 year in time. the demon who took everyth away from human a more.['to a new life ; 투신전생기', 'cheong dam', 'ongoing', 'fantasi - shounen - supernatur - webtoon - manhwa']"
Realm of Queen,"/ - -drake, a pirat call the black dragon of the sea. while plunder a merchant ship in spain, he got on board the ship elizabeth i wa on. unabl to satisfi hi desires, he pursu gold and silver treasures. when he saw elizabeth i, he felt hi heart beat and he wa delight so they plan to get the queen of england. queen elizabeth i notic drake' abilities. in return for give more.[""realm of queen -queen' realm, 렐름 오브 퀸, 렐름 오브 퀸 -여왕의 영역-"", 'updating', 'ongoing', 'comedi - fantasi - romance']"
Miyori no Nai Onnanoko,"anyway, i'm gonna dote on her. more.[]"
"Even Though I’m the Villainess, I’ll Become the Heroine!","i wasn't abl to overcom the harass and took my life, but i wa reincarn with the perpetrator? the perpetr is the heroine, florre, and i am the villainess, dahlia, who' go to die horribly. “they said you are a villain with neither blood nor tears, but unlik the rumors, you often shed tears.” “your high must believ all the nonsens the idiot are tal more.['악녀지만 여주인공이 되겠습니다', 'devast - pig cake - 돼지케이크 - 유린해', 'ongoing', 'action - adventur - comedi - drama - fantasi - romanc - supernatural']"
Return of the Mad Demon,"return of the mad demon is a manga/manhwa/manhua in (english/raw) language, manhwa seri is written by updat thi comic is about a man who' crazi about martial arts, the mad demon lee jaha. after steal the demon cult leader' heavenli jade, he fell down a cliff while be pursued. after think everyth wa over, he open hi eyes, have return back to a time he wa more.['updating', 'ongoing', 'action - adventur - martial arts']"
"Oh, Be Patient My Lady!","rose, the lord of a small and poor territory, white. she just want to eat well and live well with the resid there, but all of a sudden, there' an increas surg of immigr move in from other areas, and they'r get caught in incidents?! the delight romanc fantasi of rose, a strong and capabl lord, and the great archmag yggdrasil, who want to secretli hide her in the more.['oh, come on! / 아, 쯤 참으세요 영주님! / 아, 쫌! / ah, hang on a littl longer, my lord', 'daybook - sushi', 'ongoing', 'adventur - comedi - drama - fantasi - histor - mysteri - romance']"
Demonic Master of Mount Kunlun,"the true heavenli demon serv as the young leader of the demon cult for 100 year becaus hi father, the cult leader, live a long life. however, after inherit the cult leader’ position, which he did not desire, he die after just one year. but when he woke up, he wa now a baby! he wa abandon on the roadside, but he wa pick up by a taoist from kunlun, a sect belong to the justic more.['곤륜마협', 'constel - 글별자리', 'ongoing', 'action - comedi - fantasi - martial art - manhwa']"
I Became the Ugly Lady,"of all things, i possess an ugli nobl lady. for the sake of receiv the attent of those who despis her, sylvia atlante, in the midst of all the ridicul and disrespect, made herself known as the “ugli lady”. however, one day, i happen to possess sylvia’ body, who drank poison and end her own life. i didn’t want to live like her. “i&rsq more.['정하임', 'ongoing', 'fantasi - romance']"
